date,Samba,Gazelle,Air Force 1,New Balance 550,Salomon XT-6,isPartial,country,segment,region,baggy jeans,chunky sneakers,cargo pants,cropped tops,puffer jackets,athleisure,quiet luxury,gorpcore,Y2K fashion,normcore
2025-06-06,,,,,,False,CA,Fashion,CA,,,,,,0.0,0.0,0.0,0.0,0.0
2025-06-07,,,,,,False,CA,Fashion,CA,,,,,,0.0,0.0,0.0,0.0,0.0
2025-06-08,,,,,,False,CA,Fashion,CA,,,,,,12.0,7.0,7.0,12.0,6.0
2025-06-09,,,,,,False,CA,Fashion,CA,,,,,,12.0,8.0,6.0,9.0,5.0
2025-06-10,,,,,,False,CA,Fashion,CA,,,,,,10.0,7.0,6.0,10.0,7.0
2025-06-11,,,,,,False,CA,Fashion,CA,,,,,,12.0,6.0,4.0,11.0,5.0
2025-06-12,,,,,,False,CA,Fashion,CA,,,,,,12.0,4.0,4.0,12.0,9.0
2025-06-13,,,,,,False,CA,Fashion,CA,,,,,,9.0,7.0,5.0,8.0,5.0
2025-06-14,,,,,,False,CA,Fashion,CA,,,,,,16.0,9.0,4.0,10.0,6.0
2025-06-15,,,,,,False,CA,Fashion,CA,,,,,,14.0,6.0,7.0,10.0,8.0
2025-06-16,,,,,,False,CA,Fashion,CA,,,,,,12.0,4.0,0.0,12.0,6.0
2025-06-17,,,,,,False,CA,Fashion,CA,,,,,,11.0,4.0,0.0,9.0,8.0
2025-06-18,,,,,,False,CA,Fashion,CA,,,,,,12.0,7.0,3.0,7.0,7.0
2025-06-19,,,,,,False,CA,Fashion,CA,,,,,,17.0,6.0,0.0,10.0,7.0
2025-06-20,,,,,,False,CA,Fashion,CA,,,,,,14.0,4.0,6.0,10.0,4.0
2025-06-21,,,,,,False,CA,Fashion,CA,,,,,,12.0,6.0,0.0,9.0,9.0
2025-06-22,,,,,,True,CA,Fashion,CA,,,,,,0.0,0.0,0.0,0.0,0.0
